codeCVM,issuingCompany,companyName,tradingName,cnpj,marketIndicator,typeBDR,dateListing,status,segment,segmentEng,type,market
917652,PAXA,PAX INVESTIMENTOS EM AEROPORTOS S.A.,PAX INVEST,48533969000154,99,,31/12/9999,A,Não Classificados,Not Classified,7,
916247,PBAE,PB ADMINISTRADORA DE ESTACIONAMENTOS LTDA,PBADMESTACIO,52636412000116,99,,31/12/9999,A,Não Classificados,Not Classified,7,
13773,PTBL,PBG S/A,PORTOBELLO,83475913000191,18,,23/10/1991,A,Produtos para Construção,Building Products,1,NM
900019,PBHA,PBH ATIVOS S.A.,PBH ATIVOS,13593766000179,7,,30/05/2014,A,Não Classificados,Not Classified,7,MB
914119,PCHV,PCH BV II GERAÇÃO DE ENERGIA S.A.,PCH BV II GE,22091543000102,1,,31/12/9999,A,Não Classificados,Not Classified,7,
906388,PCHH,PCH HOLDING 2 S.A.,PCHHOLDING,11623581000134,1,,31/12/9999,A,Não Classificados,Not Classified,7,
906412,PDCP,PDC PARTICIPACOES S.A.,PDCPART,15569107000122,1,,31/12/9999,A,Não Classificados,Not Classified,7,
21644,PDGS,PDG COMPANHIA SECURITIZADORA,PDG SECURIT,9538973000153,1,,20/09/2010,A,Securitizadoras de Recebíveis,Asset-backed Securitization,1,
20478,PDGR,PDG REALTY S.A. EMPREEND E PARTICIPACOES,PDG REALT,2950811000189,18,,24/01/2007,A,Incorporações,Real Estate,1,NM
906420,PDLS,PDL 1.0 COMPANHIA SECURITIZADORA DE CREDITOS  FINA,PDL10,17544492000189,1,,31/12/9999,A,Não Classificados,Not Classified,7,
900074,PEAG,PEDRA AGROINDUSTRIAL S.A.,PEDRAAGRO,71304687000105,99,,31/12/9999,A,Não Classificados,Not Classified,7,
906404,PDCI,PEDRA CHEIROSA I ENERGIA S/A,PEDRAI,10883378000134,1,,31/12/9999,A,Não Classificados,Not Classified,7,
906396,PCII,PEDRA CHEIROSA II ENERGIA S/A,PEDRAII,10883587000188,1,,31/12/9999,A,Não Classificados,Not Classified,7,
917564,PELD,PELLEGRINO DISTRIBUIDORA DE AUTOPECAS S.A,PELLEGRINO,42580092000176,99,,31/12/9999,A,Não Classificados,Not Classified,7,
916749,PQCN,PEQUENA CENTRAL HIDRELETRICA SL S/A,PEQUENACENTR,13382604000191,99,,27/01/2022,A,Não Classificados,Not Classified,7,
915801,PCRP,PERSONAL CARE PARTICIPAÇÕES S.A.,PERSONALCARE,42511759000189,99,,31/12/9999,A,Não Classificados,Not Classified,7,
25089,PETZ,PET CENTER COMERCIO  E PARTICIPACOES S.A.,PETZ,18328118000109,18,,09/09/2020,A,Produtos Diversos,Diversified Retailers,1,NM
906917,PTRA,PETRA ENERGIA S/A,PETRA,7243291000198,1,,31/12/9999,A,Não Classificados,Not Classified,7,
913533,PTGD,PETRA GOLD SERVIÇOS FINANCEIROS S.A.,PETRA GOLD,25243894000171,1,,31/12/9999,A,Não Classificados,Not Classified,7,
9512,PETR,PETROLEO BRASILEIRO S.A. PETROBRAS,PETROBRAS,33000167000101,17,,27/08/1968,A,Exploração. Refino e Distribuição,Exploration. Refining and Distribution,1,N2
900298,PGER,PETROLINA PE 584 GERACAO DE ENERGIA 915 LTDA,PETROLINA PE,47983546000173,99,,31/12/9999,A,Não Classificados,Not Classified,7,
25780,RECV,PETRORECÔNCAVO S.A.,PETRORECSA,3342704000130,18,,03/05/2021,A,Exploração. Refino e Distribuição,Exploration. Refining and Distribution,1,NM
9539,PTNT,PETTENATI S.A. INDUSTRIA TEXTIL,PETTENATI,88613658000110,1,,19/06/1981,A,Fios e Tecidos,Fabric. Thread and Fibers,1,
917492,CAGE,PGE - CASCATA GERADORA DE ENERGIA S.A.,PGECASCATA,42914980000188,99,,31/12/9999,A,Não Classificados,Not Classified,7,
917491,GUGE,PGE - GUARAÚ GERADORA DE ENERGIA S.A.,PGEGUARAÚ,43261542000120,99,,31/12/9999,A,Não Classificados,Not Classified,7,
900409,PHAG,PHOENIX AGUA E ENERGIA S.A.,PHOENIX AGUA,55346267000127,99,,31/12/9999,A,Não Classificados,Not Classified,7,
910380,PNXT,PHOENIX TOWER PARTICIPACOES S/A,PHOENIX,20228158000120,1,,31/12/9999,A,Não Classificados,Not Classified,7,
50347,BHYS,PIMCO 0-5 YEAR HIGH YIELD CORP BOND INDEX EXCH-TF,PCOM 0T5 HY,0,1,DRE,13/06/2022,A,Não Classificados,Not Classified,4,DRE
50345,BLTP,PIMCO 15 YEAR U.S. TIPS INDEX EXCHANGE-TF,PMCO 15 YRTP,0,1,DRE,13/06/2022,A,Não Classificados,Not Classified,4,DRE
50343,BSTP,PIMCO 1TO5 YEAR U.S. TIPS INDEX EXCHANGE-TF,PMCO 1T5 YRT,0,1,DRE,13/06/2022,A,Não Classificados,Not Classified,4,DRE
50348,BZRO,PIMCO 25 YEAR ZERO COUPON US TREASUR INDEX EXCH-TF,PCOM 25 YRZC,0,1,DRE,13/06/2022,A,Não Classificados,Not Classified,4,DRE
50344,BIPZ,PIMCO BROAD U.S. TIPS INDEX EXCHANGE-TF,PMCO BROAD,0,1,DRE,13/06/2022,A,Não Classificados,Not Classified,4,DRE
50346,BCRP,PIMCO INVESTMENT GRADE CORP BOND INDEX EXCH-TF,PMCO IGR CPI,0,1,DRE,13/06/2022,A,Não Classificados,Not Classified,4,DRE
50810,BMFE,PIMCO RAFI DYNAMIC MULTI-FACTOR EME ETF,PIMCO MF EME,0,1,DRE,03/10/2022,A,Não Classificados,Not Classified,4,DRE
906487,PIRP,PIRAPORA II ENERGIAS RENOVAVEIS S.A.,PIRAPORAIIEN,23984342000199,1,,31/12/9999,A,Não Classificados,Not Classified,7,
906685,PRPO,PIRAPORA II SOLAR HOLDING S.A.,PIRAPORAII,27219024000192,1,,31/12/9999,A,Não Classificados,Not Classified,7,
906677,PRPA,PIRAPORA III ENERGIAS RENOVAVEIS S.A.,PIRAPORAIIIE,23983428000105,1,,31/12/9999,A,Não Classificados,Not Classified,7,
906586,PPRA,PIRAPORA IV ENERGIAS RENOVAVEIS S.A.,PIRAPORAIVEN,23975390000110,1,,31/12/9999,A,Não Classificados,Not Classified,7,
906560,PPIX,PIRAPORA IX ENERGIAS RENOVAVEIS S/A,PIRAPORAIX,23842939000107,1,,31/12/9999,A,Não Classificados,Not Classified,7,
910208,PRAS,PIRAPORA SOLAR HOLDING S.A.,PIRAPOA SOLA,25117259000148,1,,31/12/9999,A,Não Classificados,Not Classified,7,
906750,PRRV,PIRAPORA V ENERGIAS RENOVAVEIS SA,PIRAPORAV,23842814000179,1,,31/12/9999,A,Não Classificados,Not Classified,7,
906594,PPVI,PIRAPORA VI ENERGIAS RENOVAVEIS S/A,PIRAPORAVI,23851950000125,1,,31/12/9999,A,Não Classificados,Not Classified,7,
906925,PVII,PIRAPORA VII ENERGIAS RENOVAVEIS SA,PIRAPORAVII,23852003000159,1,,31/12/9999,A,Não Classificados,Not Classified,7,
906693,PRPX,PIRAPORA X ENERGIAS RENOVAVEIS S/A,PIRAPORAX,23842888000105,1,,31/12/9999,A,Não Classificados,Not Classified,7,
917676,PRAU,PIRAUÍ ENERGIA RENOVÁVEL S.A,PIRAUÍ ENER,44334943000126,99,,31/12/9999,A,Não Classificados,Not Classified,7,
900292,PLAE,PLAENGE PARTICIPACOES S/A,PLAENGE,2898846000116,99,,31/12/9999,A,Não Classificados,Not Classified,7,
25070,PLPL,PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.,PLANOEPLANO,24230275000180,18,,11/09/2020,A,Incorporações,Real Estate,1,NM
917534,PLNV,PLANOVA PLANEJAMENTO E CONSTRUÇÕES S.A.,PLANOVA PLAN,47383971000121,99,,31/12/9999,A,Não Classificados,Not Classified,7,
917452,PICP,PLASCAR INDUSTRIA DE COMPONENTES PLASTICOS LTDA.,PLASCARINDUS,50935576000119,99,,31/12/9999,A,Não Classificados,Not Classified,7,
13471,PLAS,PLASCAR PARTICIPACOES INDUSTRIAIS S.A.,PLASCAR PART,51928174000150,1,,19/04/1989,A,Automóveis e Motocicletas,Automobiles and Motorcycles,1,
917671,PLAC,PLATAO CAPITAL SA,PLATAO CAP,49703913000163,99,,31/12/9999,A,Não Classificados,Not Classified,7,
914036,PGTE,PLUGIFY TECNOLOGIA S.A.,PLUGIFY TECN,23599885000192,1,,31/12/9999,A,Não Classificados,Not Classified,7,
916161,PMZD,PMZ DISTRIBUIDORA S.A.,PMZDISTRIBUI,22763502000107,99,,06/12/2021,A,Não Classificados,Not Classified,7,
917598,PCPL,PNEUBRAS COMERCIO DE PNEUS LTDA,PNEUBRAS,8678386000105,99,,31/12/9999,A,Não Classificados,Not Classified,7,
906818,PSLA,PNEUSOLA PNEUS E PECAS S/A,PNEUSOLA,17281668000157,1,,31/12/9999,A,Não Classificados,Not Classified,7,
909994,PLFS,POLO FILMS INDUSTRIA E COMERCIO SA,POLO FILMS,26051817000182,99,,31/12/9999,A,Não Classificados,Not Classified,7,
906503,PLIN,POLO INDUSTRIA E COMERCIO S/A.,POLO,29510765000153,1,,31/12/9999,A,Não Classificados,Not Classified,7,
13447,PPAR,POLPAR S.A.,POLPAR,59789545000171,1,,03/03/1989,A,Outros,Others,1,
900065,POMR,POMERWASSER AMBIENTAL S.P.E. S.A.,POMERWASSER,50675079000129,99,,31/12/9999,A,Não Classificados,Not Classified,7,
900178,PDME,PONTES DISTRIBUIDORA DE MÁQUINAS E EQUIPAMENTOS LT,PONTES DISTR,89171201000165,99,,31/12/9999,A,Não Classificados,Not Classified,7,
906321,PARJ,PORTALEGRE RJ PARTICIPACOES S.A.,PORTALEGREPA,14841199000195,1,,31/12/9999,A,Não Classificados,Not Classified,7,
906537,PORB,PORTO DAS BARCAS ENERGIA S.A.,BARCASENERGI,14567884000175,1,,31/12/9999,A,Não Classificados,Not Classified,7,
26239,XXII,PORTO DE VITÓRIA COMPANHIA SECURITIZADORA DE CRÉDI,PORTOVIT,40997635000120,8,,01/03/2023,A,Não Classificados,Not Classified,1,
904938,LLXA,PORTO DO ACU OPERACOES SA,PORTOACU,8807676000101,1,,31/12/9999,A,Não Classificados,Not Classified,7,
906552,PPEN,PORTO DO PARNAIBA ENERGIA S.A.,PARNAIBAENER,14567883000120,1,,31/12/9999,A,Não Classificados,Not Classified,7,
917606,POEP,PORTO EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,PORTOPARTICP,22960699000174,99,,31/12/9999,A,Não Classificados,Not Classified,7,
910497,PPTE,PORTO PRIMAVERA TRANSMISSORA DE ENERGIA S/A,PORTOPRIMA,7081291000139,1,,31/12/9999,A,Não Classificados,Not Classified,7,
906545,POSG,PORTO SALGADO ENERGIA S.A.,SALGADO,14567882000186,1,,31/12/9999,A,Não Classificados,Not Classified,7,
910737,PPLV,PORTO SEGURO LOCADORA DE VEÍCULOS LTDA.,PORTOLOC,19091996000116,1,,31/12/9999,A,Não Classificados,Not Classified,7,
16659,PSSA,PORTO SEGURO S.A.,PORTO SEGURO,2149205000169,18,,28/11/1997,A,Seguradoras,Insurance,1,NM
905315,MMXP,PORTO SUDESTE DO BRASIL S/A,PORTOBRASIL,8310839000138,1,,31/12/9999,A,Não Classificados,Not Classified,7,
23523,PSVM,PORTO SUDESTE V.M. S.A.,PORTO VM,18494485000182,1,,05/02/2015,A,Serviços de Apoio e Armazenagem,Warehousing and Storage,1,
900271,PTCE,PORTOCEM GERAÇÃO DE ENERGIA S.A,PORTOCEM,27241084000101,99,,31/12/9999,A,Não Classificados,Not Classified,7,
906826,PTCR,PORTOCRED S.A. CFI,PORTOCREDCFI,1800019000185,1,,31/12/9999,A,Não Classificados,Not Classified,7,
906578,PPNV,PORTONAVE PARTICIPACOES S.A.,PORTONAVEPAR,27218997000107,1,,31/12/9999,A,Não Classificados,Not Classified,7,
906909,PTNV,PORTONAVE S.A.- TERMINAIS PORTUARIOS DE NAVEGANTES,PORTONAVE,1335341000180,1,,31/12/9999,A,Não Classificados,Not Classified,7,
910745,PTSG,PORTOSEG S.A. CREDITO FINANCIAMENTO E INVESTIMENTO,PORTOSEG,4862600000110,1,,31/12/9999,A,Não Classificados,Not Classified,7,
900462,POSD,POSIDONIA SHIPPING & TRADING LTDA.,POSIDONIA,12303730000140,99,,31/12/9999,A,Não Classificados,Not Classified,7,
900262,PSTC,POSITIVO SMART TECNOLOGIA LTDA ,POSITIVO ST,9612286000130,99,,31/12/9999,A,Não Classificados,Not Classified,7,
20362,POSI,POSITIVO TECNOLOGIA S.A.,POSITIVO TEC,81243735000148,18,,06/12/2006,A,Computadores e Equipamentos,Hardware and Equipments,1,NM
917599,POTE,POTENGI HOLDINGS S.A.,POTENGI HOLD,42165941000125,99,,31/12/9999,A,Não Classificados,Not Classified,7,
906800,PSAL,POUSO ALEGRE COMERCIAL E AGROPECUARIA S/A,POUSOALEGRE,49942170000184,1,,31/12/9999,A,Não Classificados,Not Classified,7,
80152,PPLA,PPLA PARTICIPATIONS LTD.,PPLA,15073274000188,14,DR3,24/04/2012,A,Gestão de Recursos e Investimentos,Asset Management and Ivestments,2,DR3
24546,PTCA,PRATICA PRODUTOS S.A.,PRATICA,8574411000100,25,,27/09/2018,A,Máq. e Equip. Industriais,Machines and Industrial Equipments,1,M2
900358,PRAV,PRAVALER S.A.,PRAVALER SA,4531065000114,99,,31/12/9999,A,Não Classificados,Not Classified,7,
906511,PMAV,PRIMAV CONSTRUCOES E COMERCIO S/A,PRIMAVCONST,81110124000121,1,,31/12/9999,A,Não Classificados,Not Classified,7,
912436,PINF,PRIMAV INFRAESTRUTURA S/A,PRIMAV INFRA,21314575000159,1,,31/12/9999,A,Não Classificados,Not Classified,7,
906529,PMIC,PRIME INCORPORACOES E CONSTRUCOES S/A,PRIMEINC,409834000155,1,,31/12/9999,A,Não Classificados,Not Classified,7,
907097,RBRE,PRIME REALTY II EMPREENDIMENTOS IMOBILIARIOS S.A.,PRIMEII,13745847000147,1,,31/12/9999,A,Não Classificados,Not Classified,7,
900386,PSIS,PRIME SISTEMAS DE ATENDIMENTO AO CONSUMIDOR LTDA. ,PRIME SISTEM,23741593000142,99,,31/12/9999,A,Não Classificados,Not Classified,7,
901363,BTOG,PRINCIPAL DSB SERVICOS DE OLEO E GAS II S.A.,DSBSERVICOS,17200699000136,1,,31/12/9999,A,Não Classificados,Not Classified,7,
902684,DSBG,PRINCIPAL DSB SERVICOS DE OLEO E GAS S.A.,PRINCIPALDSB,17020505000110,1,,31/12/9999,A,Não Classificados,Not Classified,7,
900006,PEDU,PRINCIPIA EDUCACAO SECURITIZADORA S.A ,PRINCIPIA,44946561000153,99,,31/12/9999,A,Não Classificados,Not Classified,7,
24236,PRNR,PRINER SERVIÇOS INDUSTRIAIS S.A.,PRINER,18593815000197,18,,10/11/2017,A,Serviços Diversos,Diversified Services,1,NM
27740,PFOR,PRIO FORTE S.A.,PRIO FORTE,8926302000105,8,,17/02/2025,A,Exploração. Refino e Distribuição,Exploration. Refining and Distribution,1,
22187,PRIO,PRIO S.A.,PETRORIO,10629105000168,18,,21/10/2010,A,Exploração. Refino e Distribuição,Exploration. Refining and Distribution,1,NM
900491,PCCP,PRISMA CAPITAL CONTROL PARTICIPACAO S.A. ,PRISMA CAPIT,30948205000164,99,,31/12/9999,A,Não Classificados,Not Classified,7,
914739,PRVA,PRIVALIA BRASIL S.A.,PRIVALIA,10464223000163,1,,31/12/9999,A,Não Classificados,Not Classified,7,
917660,SOLU,PRO SOLUS DO BRASIL S.A.,PRO SOLUS BR,4779792000103,99,,31/12/9999,A,Não Classificados,Not Classified,7,
19232,PRMN,PRODUTORES ENERGET.DE MANSO S.A.- PROMAN,PROMAN,2291077000193,7,,07/02/2002,A,Energia Elétrica,Electric Utilities,1,MB
20346,PFRM,PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,PROFARMA,45453214000151,18,,24/10/2006,A,Medicamentos e Outros Produtos,Pharmaceutical and Others Products,1,NM
915447,PPGE,PROGEN PROJETOS GERENCIAMENTO E ENGENHARIA S.A.,PROGEN PROJE,57748204000122,99,,31/12/9999,A,Não Classificados,Not Classified,7,
906479,PIMB,PROJETO IMOBILIARIO C 2 SA,C2,17253244000189,1,,31/12/9999,A,Não Classificados,Not Classified,7,
913798,PRLK,PROJETO LAKE S.A.,PROJETO LAKE,39578864000120,1,,31/12/9999,A,Não Classificados,Not Classified,7,
23469,PRLG,PROLAGOS S/A CONC. DE SERVIÇOS PÚBLICOS,PROLAGOS,2382073000110,8,,01/03/2023,A,Não Classificado,E,1,
18333,PRPT,PROMPT PARTICIPACOES S.A.,PROMPT PART,2992449000109,1,,08/07/1999,A,Outros,Others,1,
903427,ESPB,PROPERTY BRASIL S.A.,PROPERTYBR,10395731000137,1,,31/12/9999,A,Não Classificados,Not Classified,7,
906669,PROQ,PROQUIGEL QUIMICA S/A.,PROQUIGEL,27515154001144,1,,31/12/9999,A,Não Classificados,Not Classified,7,
907741,SGCE,PROSEGUR HOLDING E PARTICIPACOES S.A,PROSEGPART,11316844000162,1,,31/12/9999,A,Não Classificados,Not Classified,7,
906776,PRSL,PROSIMULADOR TECNOLOGIA DE TRANSITO S/A,PROSIMULADOR,13258493000106,1,,31/12/9999,A,Não Classificados,Not Classified,7,
917294,PENP,PROTON ENERGY PARTICIPACOES S.A.,PROTONENERGY,27373249000107,99,,31/12/9999,A,Não Classificados,Not Classified,7,
917686,PXXM,PROXXIMA TELECOMUNICAÇÕES S.A,PROXXIMA TEL,40120343000104,99,,31/12/9999,A,Não Classificados,Not Classified,7,
900546,PRSS,PRS AEROPORTOS S.A.,PRS,48534024000157,99,,31/12/9999,A,Não Classificados,Not Classified,7,
906768,PRSH,PRUDENSHOPPING S.A.,PRUDENSHOPPI,54584404000107,1,,31/12/9999,A,Não Classificados,Not Classified,7,
900189,PRML,PRUMO LOGÍSTICA S.A.,PRUMO,8741499000108,99,,31/12/9999,A,Não Classificados,Not Classified,7,
911974,PPIT,PRUMO PARTICIPAÇÕES E INVESTIMENTOS S.A.,PRUMO PARTIC,22069057000180,99,,31/12/9999,A,Não Classificados,Not Classified,7,
906982,QUCR,Q1 COMERCIAL DE ROUPAS S/A,Q1COMERCIAL,9044235000150,1,,31/12/9999,A,Não Classificados,Not Classified,7,
900046,QISE,QI COMPANHIA SECURITIZADORA II,QI SECUTII,47805900000170,99,,31/12/9999,A,Não Classificados,Not Classified,7,
900374,QIFI,QI HOLDING FINANCEIRA LTDA,QI HOLDING,40852432000145,99,,31/12/9999,A,Não Classificados,Not Classified,7,
900302,QLIT,QLUZ ITAJAÍ CONCESSIONÁRIA DE ILUMINAÇÃO PÚBLICA S,QLUZ ILUMI,51090771000158,99,,31/12/9999,A,Não Classificados,Not Classified,7,
912089,QMCT,QMC TELECOM DO BRASIL CESSAO DE INFRAESTRUTURA S/A,QMC TELECOM,13733490000187,99,,31/12/9999,A,Não Classificados,Not Classified,7,
906933,QCAB,QUALICORP ADMINISTRADORA DE BENEFICIOS S/A,QUALICORPADM,7658098000118,1,,31/12/9999,A,Não Classificados,Not Classified,7,
22497,QUAL,QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,QUALICORP,11992680000193,18,,17/06/2011,A,Serv.Méd.Hospit..Análises e Diagnósticos,Med Hosp Serv. Anal and Diagnostics,1,NM
906941,QCCS,QUALICORP CORRETORA DE SEGUROS S/A,QUALICORSEG,7755207000115,1,,31/12/9999,A,Não Classificados,Not Classified,7,
900124,QATY,QUALITY ALUGUEL DE VEÍCULOS S.A.,QUALITY,72653009000102,99,,31/12/9999,A,Não Classificados,Not Classified,7,
23302,QUSW,QUALITY SOFTWARE S.A.,QUALITY SOFT,35791391000194,24,,03/12/2013,A,Programas e Serviços,Software and Services,1,MA
917661,QUNT,QUANTUM PARTICIPACOES S.A.,QUANTUM,28367479000118,99,,31/12/9999,A,Não Classificados,Not Classified,7,
900284,QRMR,QUARESMEIRA ENERGIA S.A,QUARESMEIRA,46016850000189,99,,31/12/9999,A,Não Classificados,Not Classified,7,
906974,QRZG,QUEIROZ GALVAO DESENVOLVIMENTO DE NEGOCIOS S.A.,QGALVAO,2538768000149,1,,31/12/9999,A,Não Classificados,Not Classified,7,
906958,QGDI,QUEIROZ GALVAO DESENVOLVIMENTO IMOBILIARIO S.A.,QUEIROZDEV,11535028000140,99,,31/12/9999,A,Não Classificados,Not Classified,7,
906966,QGSA,QUEIROZ GALVAO S/A,QUEIROZGALVA,2538798000155,99,,31/12/9999,A,Não Classificados,Not Classified,7,
906990,QXDA,QUEIXADA ENERGETICA S/A,QUEIXADA,11896615000164,1,,31/12/9999,A,Não Classificados,Not Classified,7,
912428,QUEV,QUEVEDOS ENERGETICA S/A,QUEVEDOS ENE,8140348000196,1,,31/12/9999,A,Não Classificados,Not Classified,7,
913681,RPPB,R.P. PARTICIPAÇÕES EM BIOCOMBUSTÍVEIS S.A.,RP PARTICIP,13200049000130,1,,31/12/9999,A,Não Classificados,Not Classified,7,
907279,REII,R039 EXTREMA 2 EMPREENDIMENTOS E PARTICIPACOES S.A,R039EXTREMA2,17659081000139,1,,31/12/9999,A,Não Classificados,Not Classified,7,
911289,RJEP,R046 RIO DE JANEIRO EMPREENDIMENTOS E PARTICIP. SA,R046 RIO JAN,25142831000129,99,,31/12/9999,A,Não Classificados,Not Classified,7,
907493,RTBD,RADIO E TELEVISAO BANDEIRANTES S.A.,BANDEIRANTES,60509239000113,1,,31/12/9999,A,Não Classificados,Not Classified,7,
5258,RADL,RAIA DROGASIL S.A.,RAIADROGASIL,61585865000151,18,,11/07/1973,A,Medicamentos e Outros Produtos,Pharmaceutical and Others Products,1,NM
23230,RESA,RAIZEN ENERGIA S.A.,RAIZEN ENERG,8070508000178,8,,21/10/2013,A,Açucar e Alcool,Sugar - Alcohol,1,
25917,RAIZ,RAIZEN S.A.,RAIZEN,33453598000123,17,,03/08/2021,A,Exploração. Refino e Distribuição,Exploration. Refining and Distribution,1,N2
14109,RAPT,RANDON S.A. IMPLEMENTOS E PARTICIPACOES,RANDON PART,89086144000116,16,,05/02/1993,A,Material Rodoviário,Transportation Equipment/Diversified,1,N1
900251,RAND,RANDON SA IMPLEMENTOS PARTICIPACOES,RANDON SA,89086144001198,99,,31/12/9999,A,Não Classificados,Not Classified,7,
913061,RPDO,RAPIDOO PAGAMENTOS SECURITIZADORA CRED MERCANTIS,RAPIDOO PAG,33486241000141,99,,31/12/9999,A,Não Classificados,Not Classified,7,
907063,RBCC,RB CAPITAL COMMERCIAL PROPERTIES S.A.,RBCOMMERCIAL,9272156000104,1,,31/12/9999,A,Não Classificados,Not Classified,7,
907071,RBHO,RB CAPITAL HOLDING S.A,RBCAPHOLDING,10140272000140,1,,31/12/9999,A,Não Classificados,Not Classified,7,
902213,CPRB,RB CAPITAL S.A,RBCAP,20502525000132,1,,31/12/9999,A,Não Classificados,Not Classified,7,
913459,RBMM,RB COMMERCIAL PROPERTIES 30 EMPREEND. IMOB. S.A.,RB COM PROP,13015567000183,1,,31/12/9999,A,Não Classificados,Not Classified,7,
916870,RMPP,RB COMMERCIAL PROPERTIES 61 EMPR. IMOB. S.A.,RBCOMPROP61,39540136000120,99,,31/12/9999,A,Não Classificados,Not Classified,7,
907113,RBSA,RBS PARTICIPACOES S.A.,RBS,68737857000122,1,,31/12/9999,A,Não Classificados,Not Classified,7,
915926,RCHE,RCH EMPREENDIMENTOS IMOBILIARIOS S.A,RCHEMPREENDI,38128791000102,1,,31/12/9999,A,Não Classificados,Not Classified,7,
900327,RCTE,RCS TECNOLOGIA S.A.,RCS,8220952000122,99,,31/12/9999,A,Não Classificados,Not Classified,7,
916577,RDAS,RDA IMPORTACAO. EXPORTACAO E SERVICOS SA,RDAIMPORTEXP,12647827000170,99,,06/01/2022,A,Não Classificados,Not Classified,7,
917153,RDVE,RDVE SUBHOLDING S.A.,RDVESUBHOLDI,42596330000131,99,,31/12/9999,A,Não Classificados,Not Classified,7,
25887,REAG,REAG INVESTIMENTOS S.A.,REAGINVEST,14127813000151,18,,13/05/2021,A,Programas e Serviços,Software and Services,1,NM
27634,ADMF,REAG TRUST S.A,CIABRASF,52270350000171,18,,13/02/2025,A,Holdings Diversificadas,Holdings - Diversified,1,NM
907261,REFL,REAL ESTATE FLORESTAL EMPREENDIMENTOS IMOBILIARIOS,REALEFLOREST,19940052000176,1,,31/12/9999,A,Não Classificados,Not Classified,7,
907477,RSTE,REAL ESTATE XVI INVESTIMENTOS IMOBILIARIOS E PARTI,REALESTATE,17947906000110,1,,31/12/9999,A,Não Classificados,Not Classified,7,
907386,RLZE,REALIZE CREDITO FINANCIAMENTO E INVESTIMENTO SA,REALIZECFI,27351731000138,1,,31/12/9999,A,Não Classificados,Not Classified,7,
907105,RBRN,REALTY IX EMPREENDIMENTOS IMOBILIARIOS LTDA,REALTYIX,14404274000150,1,,31/12/9999,A,Não Classificados,Not Classified,7,
907121,RBST,REALTY VII EMP. IMOBILIARIOS S.A.,REALTYVII,14404279000183,1,,31/12/9999,A,Não Classificados,Not Classified,7,
917600,REAM,REAM PARTICIPACOES S.A.,REAMPARTICIP,42273200000168,99,,31/12/9999,A,Não Classificados,Not Classified,7,
907246,REBE,REB EMPREENDIMENTOS E ADMINISTRADORA DE BENS S/A,REBSA,9092023000148,1,,31/12/9999,A,Não Classificados,Not Classified,7,
906438,PEEC,REC 2017 EMPREENDIMENTOS E PARTICIPACOES I S.A.,RECI,26932203000100,1,,31/12/9999,A,Não Classificados,Not Classified,7,
906354,PCEE,REC 2017 EMPREENDIMENTOS E PARTICIPACOES II S.A.,RECII,26932086000184,1,,31/12/9999,A,Não Classificados,Not Classified,7,
907188,RCIX,REC 2017 EMPREENDIMENTOS E PARTICIPACOES IX S.A.,REC2017IX,29206424000199,1,,31/12/9999,A,Não Classificados,Not Classified,7,
907196,RCVI,REC 2017 EMPREENDIMENTOS E PARTICIPACOES VI SA,REC2017VI,26929617000180,1,,31/12/9999,A,Não Classificados,Not Classified,7,
907253,RECE,REC 2017 EMPREENDIMENTOS E PARTICIPACOES VII S.A.,REC2017VII,29194128000115,1,,31/12/9999,A,Não Classificados,Not Classified,7,
912550,RECS,REC 2019 III EMPREENDIMENTOS E PARTICIPACOES S.A.,REC 2019 III,32479845000106,1,,31/12/9999,A,Não Classificados,Not Classified,7,
910307,RECC,REC CAJAMAR II S.A.,REC CAJAMAR,24713849000170,1,,31/12/9999,A,Não Classificados,Not Classified,7,
917370,RCAJ,REC CAJAMAR IV PARTICIPAÇÕES S.A.,RECCAJAMARIV,26166038000122,99,,31/12/9999,A,Não Classificados,Not Classified,7,
910695,RCCA,REC CAJAMAR S.A,RECAJAMAR,21967607000115,1,,31/12/9999,A,Não Classificados,Not Classified,7,
910356,RCPS,REC CIPASA S.A.,REC CIPASA,12855419000104,1,,31/12/9999,A,Não Classificados,Not Classified,7,
915348,RDCX,REC DUQUE DE CAXIAS I S.A.,REC DUQUE DE,19835035000179,1,,31/12/9999,A,Não Classificados,Not Classified,7,
900200,EMBU,REC EMBU III S.A.,REC EMBU III,23983062000166,99,,31/12/9999,A,Não Classificados,Not Classified,7,
911057,RECG,REC GUARULHOS S/A,RECGUARULHOS,8730884000141,99,,31/12/9999,A,Não Classificados,Not Classified,7,
910802,RECJ,REC JUNDIAÍ III EMPREENDIMENTOS IMOBILIÁRIOS S/A,RECJUNDIAI,22841361000101,1,,31/12/9999,A,Não Classificados,Not Classified,7,
912303,RLEI,REC LOG 331 EMPREENDIMENTOS IMOBILIARIOS S.A.,REC LOG 331,8857635000111,1,,31/12/9999,A,Não Classificados,Not Classified,7,
912337,RCLG,REC LOG 411 S.A..,REC LOG 411,7964913000177,1,,31/12/9999,A,Não Classificados,Not Classified,7,
